"gene.sets";"genes";"Level";"Term"
"GO:0005643";"YALI1_D22157g";"cellular_component";"nuclear pore"
"GO:0005643";"YALI1_C05125g";"cellular_component";"nuclear pore"
"GO:0005643";"YALI1_D10623g";"cellular_component";"nuclear pore"
"GO:0005643";"YALI1_A18286g";"cellular_component";"nuclear pore"
"GO:0005654";"YALI1_A18286g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F36233g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_A10827g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_D28213g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F31866g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F34083g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_B21208g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_E28465g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_E32622g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_E16701g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F23133g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_B24335g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_B11200g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_E02056g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_E02203g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_E17466g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_D17370g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_C22857g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_D14276g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_B16687g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F11493g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_E31351g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_D14431g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_C01297g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_B24292g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_B14793g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F29196g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_E02432g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_E27548g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_A00375g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F35753g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_B15587g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_B16194g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F37963g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F29038g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_B30214g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_E34205g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_D30474g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_D07379g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_D30922g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_B21562g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_D14893g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_B01628g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F26692g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_D20304g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_E34942g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F25164g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_F25001g";"cellular_component";"nucleoplasm"
"GO:0005654";"YALI1_A05254g";"cellular_component";"nucleoplasm"
"GO:0005655";"YALI1_A02561g";"cellular_component";"nucleolar ribonuclease P complex"
"GO:0005655";"YALI1_B06487g";"cellular_component";"nucleolar ribonuclease P complex"
"GO:0005655";"YALI1_E31529g";"cellular_component";"nucleolar ribonuclease P complex"
"GO:0005655";"YALI1_E34290g";"cellular_component";"nucleolar ribonuclease P complex"
"GO:0005655";"YALI1_B18854g";"cellular_component";"nucleolar ribonuclease P complex"
"GO:0005655";"YALI1_F10760g";"cellular_component";"nucleolar ribonuclease P complex"
"GO:0005656";"YALI1_F19720g";"cellular_component";"nuclear pre-replicative complex"
"GO:0005656";"YALI1_D17268g";"cellular_component";"nuclear pre-replicative complex"
"GO:0005656";"YALI1_F07429g";"cellular_component";"nuclear pre-replicative complex"
"GO:0005656";"YALI1_A01766g";"cellular_component";"nuclear pre-replicative complex"
"GO:0005657";"YALI1_A04178g";"cellular_component";"replication fork"
"GO:0005657";"YALI1_C02152g";"cellular_component";"replication fork"
"GO:0005657";"YALI1_D12252g";"cellular_component";"replication fork"
"GO:0005657";"YALI1_A11506g";"cellular_component";"replication fork"
"GO:0005657";"YALI1_D13226g";"cellular_component";"replication fork"
"GO:0005658";"YALI1_B15109g";"cellular_component";"alpha DNA polymerase:primase complex"
"GO:0005658";"YALI1_E14644g";"cellular_component";"alpha DNA polymerase:primase complex"
"GO:0005658";"YALI1_E22576g";"cellular_component";"alpha DNA polymerase:primase complex"
"GO:0005658";"YALI1_F06991g";"cellular_component";"alpha DNA polymerase:primase complex"
"GO:0005662";"YALI1_E18854g";"cellular_component";"DNA replication factor A complex"
"GO:0005662";"YALI1_F05979g";"cellular_component";"DNA replication factor A complex"
"GO:0005662";"YALI1_D13976g";"cellular_component";"DNA replication factor A complex"
"GO:0005663";"YALI1_B22020g";"cellular_component";"DNA replication factor C complex"
"GO:0005663";"YALI1_A02461g";"cellular_component";"DNA replication factor C complex"
"GO:0005663";"YALI1_E13637g";"cellular_component";"DNA replication factor C complex"
"GO:0005663";"YALI1_C29983g";"cellular_component";"DNA replication factor C complex"
"GO:0005663";"YALI1_F10688g";"cellular_component";"DNA replication factor C complex"
"GO:0005664";"YALI1_E19105g";"cellular_component";"nuclear origin of replication recognition complex"
"GO:0005664";"YALI1_D28221g";"cellular_component";"nuclear origin of replication recognition complex"
"GO:0005664";"YALI1_D12790g";"cellular_component";"nuclear origin of replication recognition complex"
"GO:0005664";"YALI1_F39261g";"cellular_component";"nuclear origin of replication recognition complex"
"GO:0005664";"YALI1_F19720g";"cellular_component";"nuclear origin of replication recognition complex"
"GO:0005664";"YALI1_B02465g";"cellular_component";"nuclear origin of replication recognition complex"
"GO:0005664";"YALI1_A15978g";"cellular_component";"nuclear origin of replication recognition complex"
"GO:0005665";"YALI1_B06735g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005665";"YALI1_F08292g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005665";"YALI1_C23707g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005665";"YALI1_F07675g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005665";"YALI1_C28063g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005665";"YALI1_D34758g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005665";"YALI1_D08285g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005665";"YALI1_F23364g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005665";"YALI1_D14462g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005665";"YALI1_F13001g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005665";"YALI1_D04680g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005665";"YALI1_C17949g";"cellular_component";"RNA polymerase II, core complex"
"GO:0005666";"YALI1_D24687g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_D08285g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_F13001g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_C30964g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_D28213g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_B06735g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_D26142g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_C28063g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_D10033g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_F12033g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_F07675g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_E32622g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_D14276g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_E28465g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_F04594g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_B21208g";"cellular_component";"RNA polymerase III complex"
"GO:0005666";"YALI1_F12946g";"cellular_component";"RNA polymerase III complex"
"GO:0005667";"YALI1_E32722g";"cellular_component";"transcription regulator complex"
"GO:0005667";"YALI1_E34205g";"cellular_component";"transcription regulator complex"
"GO:0005667";"YALI1_C06486g";"cellular_component";"transcription regulator complex"
"GO:0005667";"YALI1_F20378g";"cellular_component";"transcription regulator complex"
"GO:0005667";"YALI1_C17453g";"cellular_component";"transcription regulator complex"
"GO:0005668";"YALI1_B30123g";"cellular_component";"RNA polymerase transcription factor SL1 complex"
"GO:0005669";"YALI1_F17706g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_F23474g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_B18798g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_D12172g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_C04389g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_E21430g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_C06870g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_F09456g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_E27243g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_F39885g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_C19529g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_B01644g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_B29977g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_E03918g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_B23373g";"cellular_component";"transcription factor TFIID complex"
"GO:0005669";"YALI1_E21147g";"cellular_component";"transcription factor TFIID complex"
"GO:0005671";"YALI1_D13108g";"cellular_component";"Ada2/Gcn5/Ada3 transcription activator complex"
"GO:0005671";"YALI1_A14390g";"cellular_component";"Ada2/Gcn5/Ada3 transcription activator complex"
"GO:0005671";"YALI1_B07735g";"cellular_component";"Ada2/Gcn5/Ada3 transcription activator complex"
"GO:0005671";"YALI1_E19494g";"cellular_component";"Ada2/Gcn5/Ada3 transcription activator complex"
"GO:0005671";"YALI1_E17141g";"cellular_component";"Ada2/Gcn5/Ada3 transcription activator complex"
"GO:0005671";"YALI1_E03416g";"cellular_component";"Ada2/Gcn5/Ada3 transcription activator complex"
"GO:0005672";"YALI1_B29977g";"cellular_component";"transcription factor TFIIA complex"
"GO:0005672";"YALI1_C14774g";"cellular_component";"transcription factor TFIIA complex"
"GO:0005672";"YALI1_F29317g";"cellular_component";"transcription factor TFIIA complex"
"GO:0005673";"YALI1_F33790g";"cellular_component";"transcription factor TFIIE complex"
"GO:0005673";"YALI1_F19180g";"cellular_component";"transcription factor TFIIE complex"
"GO:0005674";"YALI1_B23373g";"cellular_component";"transcription factor TFIIF complex"
"GO:0005674";"YALI1_F17203g";"cellular_component";"transcription factor TFIIF complex"
"GO:0005674";"YALI1_F21261g";"cellular_component";"transcription factor TFIIF complex"
"GO:0005675";"YALI1_D23224g";"cellular_component";"transcription factor TFIIH holo complex"
"GO:0005675";"YALI1_B15521g";"cellular_component";"transcription factor TFIIH holo complex"
"GO:0005675";"YALI1_F23474g";"cellular_component";"transcription factor TFIIH holo complex"
"GO:0005675";"YALI1_C05820g";"cellular_component";"transcription factor TFIIH holo complex"
"GO:0005675";"YALI1_D35398g";"cellular_component";"transcription factor TFIIH holo complex"
"GO:0005675";"YALI1_B16410g";"cellular_component";"transcription factor TFIIH holo complex"
"GO:0005675";"YALI1_F37742g";"cellular_component";"transcription factor TFIIH holo complex"
"GO:0005675";"YALI1_F27663g";"cellular_component";"transcription factor TFIIH holo complex"
"GO:0005680";"YALI1_B20242g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_A20793g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_F31126g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_D20840g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_C15077g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_E05866g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_F25783g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_F08183g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_F22858g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_C25629g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_C04436g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_D15897g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_D16672g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_E08452g";"cellular_component";"anaphase-promoting complex"
"GO:0005680";"YALI1_B22452g";"cellular_component";"anaphase-promoting complex"
"GO:0005681";"YALI1_E16097g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_E35934g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_D00537g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_F12983g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_E01689g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_D11087g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_A11270g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_F09345g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_B12195g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_A00661g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_B18613g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_A19428g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_A03289g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_C16395g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_E17583g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_A20849g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_E22859g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_E00986g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_F24359g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_C15048g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_F27574g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_D03380g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_D02348g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_B19390g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_D25370g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_F30559g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_B04497g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_F13072g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_B13290g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_D12626g";"cellular_component";"spliceosomal complex"
"GO:0005681";"YALI1_B27404g";"cellular_component";"spliceosomal complex"
"GO:0005682";"YALI1_D17410g";"cellular_component";"U5 snRNP"
"GO:0005682";"YALI1_A05491g";"cellular_component";"U5 snRNP"
"GO:0005682";"YALI1_A19974g";"cellular_component";"U5 snRNP"
"GO:0005682";"YALI1_E31031g";"cellular_component";"U5 snRNP"
"GO:0005682";"YALI1_F21279g";"cellular_component";"U5 snRNP"
"GO:0005682";"YALI1_D01305g";"cellular_component";"U5 snRNP"
"GO:0005682";"YALI1_C14516g";"cellular_component";"U5 snRNP"
"GO:0005682";"YALI1_F09803g";"cellular_component";"U5 snRNP"
"GO:0005682";"YALI1_E17583g";"cellular_component";"U5 snRNP"
"GO:0005682";"YALI1_A05091g";"cellular_component";"U5 snRNP"
"GO:0005682";"YALI1_C15021g";"cellular_component";"U5 snRNP"
"GO:0005684";"YALI1_F17496g";"cellular_component";"U2-type spliceosomal complex"
"GO:0005684";"YALI1_B23609g";"cellular_component";"U2-type spliceosomal complex"
"GO:0005684";"YALI1_F38680g";"cellular_component";"U2-type spliceosomal complex"
"GO:0005684";"YALI1_D13679g";"cellular_component";"U2-type spliceosomal complex"
"GO:0005684";"YALI1_B18368g";"cellular_component";"U2-type spliceosomal complex"
"GO:0005684";"YALI1_D07182g";"cellular_component";"U2-type spliceosomal complex"
"GO:0005684";"YALI1_D14304g";"cellular_component";"U2-type spliceosomal complex"
"GO:0005684";"YALI1_F01034g";"cellular_component";"U2-type spliceosomal complex"
"GO:0005684";"YALI1_C30901g";"cellular_component";"U2-type spliceosomal complex"
"GO:0005684";"YALI1_C32706g";"cellular_component";"U2-type spliceosomal complex"
"GO:0005684";"YALI1_D08402g";"cellular_component";"U2-type spliceosomal complex"
"GO:0005685";"YALI1_A05491g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_D03604g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_E13808g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_F34057g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_D27074g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_C27382g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_F34862g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_C26777g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_A19974g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_D17410g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_D30230g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_A05091g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_F07376g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_D01305g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_C14516g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_F09803g";"cellular_component";"U1 snRNP"
"GO:0005685";"YALI1_D20018g";"cellular_component";"U1 snRNP"
"GO:0005686";"YALI1_F01034g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_D17410g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_C23415g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_B27102g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_A16501g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_A05491g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_B23609g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_C14516g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_E35934g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_A05091g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_F09803g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_D33978g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_E18411g";"cellular_component";"U2 snRNP"
"GO:0005686";"YALI1_B18368g";"cellular_component";"U2 snRNP"
