Accession;"ST6512-R1
Absolute abundance (mg protein / g CDW)";"ST6512-R2
Absolute abundance (mg protein / g CDW)";"ST6512-R3
Absolute abundance (mg protein / g CDW)";"OKYL029-R1
Absolute abundance (mg protein / g CDW)";"OKYL029-R2
Absolute abundance (mg protein / g CDW)";"OKYL029-R3
Absolute abundance (mg protein / g CDW)";"JFYL007-R1
Absolute abundance (mg protein / g CDW)";"JFYL007-R2
Absolute abundance (mg protein / g CDW)";"JFYL007-R3
Absolute abundance (mg protein / g CDW)";"JFYL014-R1
Absolute abundance (mg protein / g CDW)";"JFYL014-R2
Absolute abundance (mg protein / g CDW)";"JFYL014-R3
Absolute abundance (mg protein / g CDW)";"JFYL018-R1
Absolute abundance (mg protein / g CDW)-R1";"JFYL018-R2
Absolute abundance (mg protein / g CDW)-R2";"JFYL018-R3
Absolute abundance (mg protein / g CDW)-R3"
Q6C868;0.10096183;0.097611525;0.072807316;0.087138427;0.109318321;0.098687314;0.145256456;0.147668187;0.135475639;0.156514296;0.149836457;0.162390415;0.092706502;0.110986275;0.136802942
Q6CH25;0.076260576;0.070759549;0.078659833;0.20358119;0.099149679;0.094027481;0.168429321;0.194243544;0.176030772;0.236288986;0.246041638;0.272312861;0.109820359;0.12992723;0.135886909
Q6C9K0;0.063628376;0.055885841;0.039962843;0.141362476;0.061501809;0.055413944;0.042372247;0.049428784;0.04200417;0.064083263;0.064814381;0.066733478;0.06667669;0.072062873;0.086843249
Q6C3Q2;0.048785272;0.039667753;0.030099623;0.035042314;0.055079875;0.045724875;0.087779454;0.08818015;0.076030653;0.079651977;0.061159617;0.069908712;0.049065311;0.057933907;0.06088144
Q6C3G2;0.126517568;0.145805669;0.127745708;0.135347424;0.181169747;0.193738898;0.059170967;0.068537584;0.078926716;0.069712481;0.075805051;0.073853844;0.151140199;0.304282616;0.207057531
Q6C8V3;0.088230403;0.055913527;0.032002043;0.156948128;0.137562589;0.088812148;0.044977133;0.045610082;0.03313478;0.042873855;0.028799051;0.035655789;0.053769809;0.04301834;0.077299272
Q6C6T5;0.175085226;0.145188834;0.116772261;0.151039947;0.195606771;0.17359029;0.126621893;0.137538169;0.134560421;0.177063896;0.152673365;0.194139138;0.086053287;0.101317608;0.115366919
Q6CFX0;0.113953742;0.102555029;0.083264109;0.10596316;0.140066563;0.112720206;0.178029912;0.200197204;0.181395803;0.19598358;0.195014629;0.203257865;0.132733682;0.154883049;0.180272049
Q6CCK5;0.067185929;0.051551814;0.047938201;0.060079072;0.076851431;0.066083356;0.051739888;0.059033433;0.053142775;0.053877035;0.043608537;0.055650467;0.043319677;0.051609813;0.068258289
Q6C8T5;0.077473217;0.068854404;0.068689483;0.159628682;0.094166359;0.089685513;0.1504874;0.158864337;0.166463937;0.157931283;0.164176663;0.161621839;0.119088702;0.143616499;0.138339901
Q6C080;0.11710996;0.111060036;0.102192483;0.059532893;0.107250061;0.112440312;0.198439491;0.244237428;0.26002278;0.275733428;0.287240403;0.27274756;0.155015722;0.224149804;0.187247015
Q6C169;0.038569328;0.034915691;0.04977842;0.085081878;0.08038207;0.070043381;0.101522821;0.113640717;0.101630957;0.098208721;0.10430558;0.108647507;0.081021928;0.083073401;0.101978308
Q6CD68;0.115328017;0.090910973;0.079911842;0.11082767;0.114069333;0.112486428;0.113632541;0.137866077;0.130059658;0.137162915;0.110935495;0.125301803;0.100883087;0.127237615;0.138196524
Q6CDB3;0.490253362;0.471117026;0.386290197;0.320523277;0.515478748;0.515553425;0.494801696;0.552341233;0.554214418;0.578371815;0.564814707;0.572167142;0.430477277;0.548341288;0.543609462
Q6C0H1;0.057546886;0.053381207;0.046898237;0.045867133;0.053158375;0.055079055;0.094465716;0.103317958;0.107331713;0.096632414;0.104418015;0.11364304;0.070431917;0.086079801;0.084857347
Q6CFS3;0.092227256;0.080271083;0.070472508;0.070072436;0.074012527;0.069675705;0.123261459;0.134382978;0.129497304;0.086508029;0.083577393;0.101352772;0.105679055;0.122736818;0.128080748
W0TYP5;0.112859397;0.106645553;0.084051117;0.093896554;0.122953822;0.119809024;0.135127543;0.138137579;0.141046203;0.139816541;0.121126263;0.147547551;0.122535756;0.151828252;0.156309911
F2Z5Y1;0.050436625;0.042499637;0.029975468;0.031130517;0.052607492;0.043750936;0.031989953;0.035406534;0.029657586;0.032101671;0.02404175;0.032260734;0.028683979;0.030603008;0.043046944
Q6C1H2;0.10497992;0.095306567;0.069005448;0.076149681;0.101431354;0.096375763;0.095777908;0.108720866;0.10399307;0.108967589;0.084178991;0.111103972;0.07521942;0.088534453;0.103107237
Q6C7I9;0.126558134;0.105060976;0.083744515;0.06993179;0.135449247;0.117722047;0.113849172;0.129936064;0.10524513;0.120419474;0.097230941;0.114146434;0.089784198;0.08827012;0.103510392
Q6CI26;0.108411922;0.096321126;0.086378219;0.139566918;0.117819708;0.111768298;0.13191939;0.151895602;0.139253024;0.136617664;0.129702393;0.139950753;0.101522114;0.126173033;0.131377027
Q6C9T4;0.144223075;0.122805037;0.105186827;0.103902173;0.151183978;0.142898293;0.127503718;0.141046269;0.111666928;0.138727867;0.102438763;0.135216682;0.08538589;0.099136637;0.107928069
Q6C9K1;0.068186947;0.055337528;0.048164422;0.064403213;0.087907223;0.070678188;0.056810966;0.062417499;0.052215525;0.062259185;0.051103127;0.055862031;0.056253254;0.059248168;0.074484013
Q6C234;0.077361928;0.071618076;0.054257119;0.140210606;0.08460018;0.073154728;0.103686622;0.110736396;0.10131724;0.10013805;0.09849188;0.105798896;0.09035936;0.086111469;0.109021745
Q6C1A8;0.063099132;0.055074186;0.050933014;0.084885078;0.079466379;0.058859147;0.114278464;0.114083772;0.11371643;0.117184086;0.133469031;0.119647605;0.094765254;0.126350637;0.116409556
Q6CG42;0.083916322;0.063319445;0.05932917;0.052786914;0.08381547;0.080777787;0.103561015;0.116480657;0.102655683;0.107141347;0.100419048;0.120673062;0.070986878;0.083634016;0.097025022
Q6C577;0.082183889;0.068394927;0.059113868;0.14426115;0.08528423;0.079587593;0.161533069;0.195871095;0.162967001;0.216512045;0.216779777;0.235694378;0.123211422;0.145226846;0.17296517
Q6C2T9;0.080423115;0.063204961;0.059342415;0.224000297;0.096421633;0.07403605;0.086730661;0.106838573;0.09870142;0.105424497;0.104626284;0.099768448;0.081902327;0.103511009;0.106192667
Q6CCI0;0.062907502;0.052724416;0.054236534;0.110508807;0.080115899;0.068606511;0.12846903;0.135953586;0.128683593;0.119283315;0.144897573;0.134912363;0.10364544;0.110642287;0.125248308
Q6C8B1;0.057558222;0.055054356;0.049914135;0.060603125;0.063666726;0.062099192;0.10941958;0.120942286;0.113887858;0.111900351;0.125696542;0.124200676;0.077862239;0.090214381;0.098869847
Q6C0H3;0.063607116;0.054925015;0.047427031;0.077765683;0.072678079;0.063635303;0.094511857;0.104769852;0.088462026;0.084100973;0.099775041;0.092241219;0.075515877;0.081109314;0.0945812
Q6C2F6;0.069884826;0.056111209;0.035799472;0.04073659;0.107941502;0.075637682;0.027623903;0.016965645;0.011006654;0.018971129;0.008407519;0.01693243;0.013776162;0.013414258;0.023304372
Q6C1Z0;0.101052247;0.087946712;0.091566551;0.104230067;0.12074506;0.121018169;0.149181027;0.169674003;0.159053777;0.151468236;0.139089281;0.166359933;0.117424328;0.138920956;0.148577041
Q6CCQ4;0.09827475;0.088513077;0.069383808;0.044563979;0.093848932;0.091258641;0.123059287;0.132957658;0.129947768;0.13183822;0.121366281;0.141590072;0.097703423;0.124971746;0.123242704
Q6CG29;0.112671459;0.093843884;0.086915489;0.141811178;0.125587979;0.117918264;0.137444446;0.149228337;0.133022804;0.336390485;0.292854014;0.363844284;0.115453461;0.123099193;0.15695304
Q6CI89;0.055563102;0.048754138;0.041927278;0.028832124;0.052500319;0.054774307;0.112335167;0.127280344;0.121753314;0.124591785;0.115733997;0.140917982;0.073427824;0.086324464;0.090789239
Q6C873;0.171348026;0.153131773;0.184119978;0.490832456;0.281842857;0.236872528;0.094906339;0.105660932;0.103521433;0.090909065;0.094857398;0.099919456;0.126141541;0.172675913;0.159309682
Q6C0N3;0.116125856;0.094567823;0.065266411;0.074821103;0.125795833;0.105248809;0.09616276;0.096253395;0.096101872;0.101668823;0.090148349;0.09874875;0.078445211;0.089169439;0.105458619
Q6C5P4;0.139865665;0.126861409;0.080729411;0.18109974;0.163241047;0.139193734;0.109974886;0.119790597;0.108947136;0.11428576;0.110632888;0.123659603;0.095057241;0.095358808;0.124211849
Q6CB65;0.094118235;0.085622467;0.078238157;0.367377078;0.115023736;0.095613888;0.154152552;0.170855119;0.165516517;0.147246054;0.16477858;0.165715998;0.139210664;0.140480336;0.168003219
cont_P02533;0.020764158;0.008100209;0.007030277;0.034038138;0.022517704;0.0093726;0.029553204;0.024046907;0.012100609;0.017503134;0.091124283;0.015047234;0.0178923;0.029751804;0.023734356
Q6CA55;0.036164013;0.033966097;0.028571406;0.038841741;0.036486362;0.03672793;0.053253423;0.058167613;0.055102392;0.053503768;0.050634183;0.060544339;0.038348971;0.04547407;0.04970599
Q6C4Y7;0.130238103;0.094219148;0.098875974;0.201048552;0.128379452;0.119895595;0.170767424;0.181711957;0.181159566;0.196324899;0.207012929;0.221674073;0.109749546;0.15173165;0.141302955
Q6CD53;0.130548174;0.102330389;0.095760414;0.114276113;0.11521358;0.111807374;0.192948623;0.218707185;0.217829455;0.220132614;0.230135524;0.229563295;0.138262745;0.189964528;0.177790167
Q6C2F2;0.069033773;0.048421778;0.05437408;0.044923706;0.0780938;0.073886212;0.136666208;0.16277815;0.166925453;0.118311966;0.095181857;0.120732909;0.111703903;0.131162782;0.134299836
Q6CI82;0.096901788;0.090455857;0.064366098;0.119698407;0.116152569;0.103022353;0.105155044;0.115805124;0.100371423;0.101888298;0.093098429;0.112973421;0.070515554;0.078883633;0.106004336
Q6CA33;0.123609736;0.107126129;0.078135925;0.186175593;0.132443423;0.116852862;0.076006149;0.091128918;0.069596092;0.084664075;0.072352675;0.08982049;0.080555037;0.095254721;0.122761531
Q6C2E3;0.080795059;0.070311329;0.066195965;0.204170213;0.111942321;0.083960924;0.134428037;0.142312277;0.130059977;0.162388792;0.182858196;0.169325826;0.115986412;0.144023716;0.154883838
Q6C109;0.152286766;0.136175488;0.123554359;0.113515783;0.144130291;0.145805973;0.214815477;0.234014858;0.22414858;0.235936726;0.242046513;0.262786985;0.142710193;0.175440998;0.182210062
Q6C8Y9;0.09651889;0.08037249;0.07183393;0.231790181;0.122465181;0.100380578;0.105586668;0.115384631;0.08395242;0.090490103;0.066825848;0.092316006;0.089590613;0.090386762;0.129870391
Q6C5A1;0.094468026;0.089188156;0.080941219;0.165784638;0.102782765;0.091525653;0.196486895;0.201707218;0.187751559;0.184065927;0.21328491;0.193540986;0.169130163;0.193366136;0.202906405
Q6C0Z6;0.077679965;0.073738384;0.061088074;0.170766615;0.102699811;0.086303758;0.068100405;0.058666156;0.061808339;0.057599056;0.057245791;0.068073155;0.038376449;0.052489333;0.055553477
Q6C569;0.021485948;0.019278897;0.021028124;0.096167127;0.032910603;0.026568179;0.049198209;0.054368123;0.045676783;0.04813048;0.060355168;0.049737426;0.047244021;0.045225669;0.054712978
Q6C2Y7;0.099943703;0.092526593;0.062206818;0.085244048;0.098766672;0.090458288;0.086920528;0.094460608;0.095472768;0.075911768;0.073267771;0.088272455;0.078073408;0.088497359;0.103226019
Q6CI09;0.028669453;0.022119365;0.021235406;0.048214317;0.020954883;0.024265408;0.03443391;0.038969537;0.039949466;0.039085098;0.045425866;0.044243067;0.47155545;0.549099374;0.622763817
Q6C812;0.069966006;0.06414022;0.050844464;0.10295131;0.076294001;0.066378885;0.087380275;0.101328186;0.088169214;0.111529413;0.118383384;0.106978702;0.1069244;0.132423074;0.12144353
Q6CBJ1;0.096526626;0.090680527;0.096208394;0.1377289;0.142439201;0.125319811;0.154955841;0.169583889;0.211278748;0.176035995;0.18332054;0.180387213;0.123181642;0.163256616;0.14756699
Q6C2S6;0.056765455;0.052938443;0.049306349;0.043274231;0.054667587;0.059893296;0.099122948;0.125186835;0.118641404;0.113473244;0.117752021;0.112978606;0.079724468;0.0940575;0.098463273
Q6C931;0.162135331;0.1384818;0.117240061;0.169402422;0.163751625;0.157981938;0.161027596;0.176408179;0.167031101;0.170841566;0.161775914;0.172877268;0.120855912;0.155307656;0.168709054
Q6C6Z1;0.097624995;0.083842952;0.059740091;0.122500882;0.100676399;0.085042419;0.060238574;0.067981636;0.060652665;0.061865357;0.054790342;0.069741119;0.070767977;0.08516419;0.099529396
Q6CEU6;0.048158776;0.043027779;0.043178094;0.083993165;0.062969887;0.050885091;0.104538243;0.111345477;0.09477397;0.088174236;0.116664904;0.10110614;0.083490597;0.085796477;0.098071244
Q6CB09;0.101219285;0.070097866;0.069935664;0.471275278;0.129227497;0.099447301;0.088269678;0.098298235;0.096668452;0.113087064;0.089004739;0.108949154;0.082441586;0.121076583;0.110855649
Q6C060;0.073953051;0.058568437;0.037448783;0.110767877;0.081257774;0.065918753;0.056895246;0.060040046;0.054852077;0.068497014;0.060981423;0.066608075;0.055104742;0.060514983;0.068031035
cont_P08779;0.014987856;0.009441972;0.005810261;0.013014635;0.01341008;0.0082451;0.014263689;0.013975433;0.006982134;0.010300559;0.14794191;0.014169659;0.016264362;0.020243517;0.01678797
P41555;0.061182335;0.051325259;0.043415914;0.094747889;0.071362741;0.059015249;0.147262262;0.155862866;0.140531582;0.18543844;0.197741405;0.215405037;0.026509833;0.031748191;0.031285418
Q6C628;0.085637533;0.071987227;0.059366314;0.187830881;0.103670607;0.085549601;0.090333413;0.098995234;0.083993749;0.082536569;0.071556898;0.085610766;0.06941079;0.073207915;0.091385425
Q6CHD8;0.086974483;0.064220354;0.0654949;0.212229506;0.120956765;0.091012762;0.107324345;0.110617551;0.089270591;0.094681558;0.104352533;0.103828431;0.112240649;0.121206989;0.144183996
Q6C9N5;0.083049575;0.078573417;0.062140458;0.1010866;0.086773544;0.081910608;0.144677337;0.157241378;0.134507659;0.132022985;0.111653799;0.150623667;0.101318998;0.114441656;0.144795453
F2Z640;0.180325354;0.167612234;0.138332688;0.138299682;0.188713726;0.188508004;0.218806811;0.216425873;0.21031234;0.227155484;0.215977295;0.249019266;0.160212527;0.206759796;0.205684749
Q6CA37;0.075138521;0.066234256;0.058627677;0.111696325;0.071721045;0.071969284;0.096553139;0.099572434;0.09647214;0.098767341;0.101112667;0.102143472;0.181983592;0.237140765;0.238514266
Q6C4C8;0.086969994;0.080935582;0.060501589;0.162798411;0.122438318;0.09351088;0.080078468;0.08905042;0.070784767;0.063547093;0.060683009;0.067484362;0.082654761;0.080052239;0.114851063
Q6C7A7;0.138407143;0.130187963;0.117580228;0.140990805;0.152728064;0.1477293;0.181504699;0.202690817;0.189213346;0.191677979;0.187178886;0.206213974;0.146799888;0.181288062;0.186890307
Q6C0I5;0.064578401;0.054947088;0.050153183;0.157746269;0.074160231;0.064285393;0.105659823;0.114076304;0.095723256;0.109469634;0.104196647;0.113334347;0.078546784;0.086853281;0.098579423
Q6C855;0.094536895;0.078419734;0.107666979;0.086527054;0.140915559;0.121832683;0.268338091;0.289612395;0.269544501;0.249076777;0.310458617;0.280418618;0.191423355;0.221284442;0.235448144
Q6C955;0.041462756;0.038651275;0.031004216;0.047982102;0.036517366;0.037585097;0.050256987;0.058685853;0.054449926;0.050043456;0.046872116;0.052835841;0.041766434;0.047275922;0.055843513
Q6CC41;0.182882305;0.190824891;0.138060427;0.300345121;0.176339059;0.168367314;0.228590727;0.239768896;0.221376891;0.241901026;0.21293549;0.24478962;0.178562821;0.209145474;0.209223471
Q6CGG9;0.052300055;0.047198887;0.04136671;0.098033219;0.070114449;0.059733164;0.068698998;0.068210573;0.063944265;0.066524479;0.060221562;0.07546116;0.063644276;0.079031597;0.082173971
Q6CFZ0;0.106986353;0.096630177;0.101642662;0.160891045;0.172971384;0.152406929;0.166128282;0.186517801;0.180813185;0.196991846;0.208179878;0.207916996;0.137622277;0.178044789;0.167083728
Q6CE89;0.071727039;0.059627938;0.054291963;0.079277462;0.089482675;0.07057613;0.160094496;0.14881489;0.136424154;0.139803988;0.151929646;0.161643908;0.112936926;0.11964228;0.135680879
Q6C2B5;0.025303346;0.023485799;0.024280227;0.047077341;0.027193479;0.026282809;0.051025746;0.059454107;0.057443961;0.057438955;0.060173939;0.052676175;0.043121502;0.055930235;0.052785957
Q6C5V2;0.202829949;0.167137931;0.125972538;0.237635797;0.158896542;0.166160333;0.109209475;0.118864982;0.115017813;0.151860739;0.147845935;0.170654916;0.091138106;0.112704104;0.115422723
Q6CED6;0.093534422;0.086440746;0.070211798;0.089100708;0.071472038;0.074688675;0.137516996;0.164009462;0.167508195;0.192087044;0.174184421;0.20356179;0.125078921;0.254082548;0.158148346
Q6C1S4;0.166107069;0.138002857;0.123221272;0.157214172;0.18743633;0.183699675;0.198681563;0.237418054;0.218200724;0.208116693;0.184110477;0.213067739;0.142780147;0.1848701;0.197908435
Q6CEG7;0.059956352;0.052886304;0.066475952;0.14336272;0.081061753;0.076629726;0.156490223;0.177362573;0.156539551;0.150772436;0.169169244;0.164896707;0.119008699;0.132937834;0.136614051
Q6C7K0;0.175061279;0.15115515;0.147687349;0.104417619;0.144747778;0.144915949;0.233254193;0.261655217;0.250486647;0.24139553;0.253060106;0.26969889;0.176403182;0.223556832;0.216645984
Q6CBP3;0.057080332;0.050677477;0.042732038;0.063855943;0.061895812;0.057479637;0.131447506;0.130343348;0.132257175;0.146045724;0.166443636;0.164708569;0.062467656;0.07880094;0.074610361
Q6C207;0.115753838;0.103422964;0.099763684;0.082771544;0.13631311;0.119236855;0.126934396;0.132497358;0.128078783;0.11778943;0.124384885;0.132888618;0.108242422;0.132280701;0.139303741
Q6CHE0;0.109722638;0.096193907;0.090047094;0.17986119;0.123930721;0.117862313;0.174895629;0.195406923;0.197702451;0.179975045;0.184159827;0.193054335;0.117508462;0.157332206;0.151738683
Q6C5L8;0.096540384;0.075015867;0.062841512;0.135590663;0.092020042;0.085402523;0.086486998;0.09299432;0.082640377;0.083796787;0.078456473;0.095209942;0.069376418;0.079946612;0.099068619
Q6C1X5;0.172557389;0.158154707;0.12993929;0.248190782;0.167054704;0.170060476;0.194698988;0.208977071;0.193772559;0.234426612;0.22249278;0.250695259;0.180113322;0.217256378;0.226071182
Q6C848;0.066461421;0.060408053;0.05960878;0.10436422;0.084128809;0.08119746;0.123123974;0.139246114;0.122239053;0.114482526;0.103593353;0.12080557;0.081106344;0.093008197;0.100009063
Q6CCT0;0.081116559;0.073961629;0.076883964;0.19111277;0.116437106;0.091600797;0.171496216;0.180904002;0.155082844;0.142382115;0.177702573;0.15749462;0.159414506;0.145233065;0.183265528
Q6C278;0.154077315;0.134622883;0.114660964;0.105752741;0.160533513;0.14472309;0.202712959;0.234917411;0.197849368;0.202747936;0.1933045;0.216851233;0.151402031;0.180465628;0.208426469
F2Z678;0.03785611;0.027424786;0.026296904;0.032697085;0.035701735;0.030692732;0.102558385;0.142639606;0.119498305;0.184309568;0.211501726;0.209920269;0.107744167;0.129847143;0.136680933
Q6CBV3;0.102188045;0.088992635;0.075090105;0.090916074;0.103315376;0.096124456;0.139177106;0.146899717;0.139757367;0.150851762;0.147910219;0.15483376;0.098018654;0.117550682;0.134085407
Q6C4G1;0.027701781;0.023680636;0.020499854;0.044205223;0.031224966;0.026350969;0.042995047;0.051225419;0.042634946;0.039576556;0.041699784;0.035963296;0.032743164;0.039111986;0.043963443
Q6C859;0.094849173;0.081044266;0.061967344;0.099397298;0.091482303;0.083824241;0.092462695;0.107272087;0.10431346;0.10688814;0.09896066;0.11168436;0.107815202;0.134381954;0.138806499
Q6C775;0.078971887;0.070892894;0.056611243;0.072858616;0.072145122;0.072690259;0.070765677;0.080930524;0.076303682;0.076464893;0.068421574;0.08018845;0.064481769;0.076789645;0.081917192
Q6CFC5;0.318631609;0.291093572;0.234942511;0.253879445;0.301804733;0.30331522;0.390246925;0.468370774;0.421913806;0.463472511;0.408598262;0.478786206;0.278403345;0.341624858;0.372435988
Q6C7Y1;0.080983063;0.057588573;0.078090282;0.106698465;0.125062589;0.097966067;0.159659975;0.161484806;0.145103901;0.142748192;0.129873881;0.144807453;0.091843446;0.110847942;0.119701113
Q6CFT8;0.046324899;0.039733277;0.031905654;0.062921438;0.044914047;0.045922672;0.065222067;0.075501988;0.065347035;0.064671431;0.056100779;0.073842151;0.058560224;0.064958964;0.078326201
cont_P04259;0.017255298;0.018182723;0.008123713;0.024691167;0.028060253;0.025908314;0.024660655;0.025720007;0.01370128;0.016175578;0.113705933;0.022030513;0.017045474;0.028606858;0.04121964
Q6CDP7;0.061896294;0.052134792;0.049582607;0.039921565;0.062526406;0.063713975;0.120414172;0.137817651;0.136433935;0.134776736;0.121847708;0.13215448;0.084477374;0.108151055;0.105860438
